Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 123 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MKM 321 (S2);MOW 217 (S1);MOW 227 (S2);MOW 312 (S1);MOW 323 (S2);MPR 213 (S1);MPY 315 (S1);MSD 210 (S1);MSY 310 (S1);MTV 310 (S1);MTX 221 (S2);MTX 311 (S1);MVR 320 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (R) (S2);SWK 122 (S2);SWK 210 (S1);SWP 121 (S2);WTW 158 (S1);WTW 161 (S2);WTW 168 (R) (S2);WTW 168 (S2);WTW 238 (R) (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (R) (S1);WTW 258 (S1);WTW 263 (S2);WWP 121 (S2);Target
10639919;31.0;;;41.0;;;58.0;;;0.0;;77.0;50.0;63.0;50.0;66.0;56.0;43.0;52.0;58.0;50.0;;;;;;;;0.0;;;;;;;;;31.0;;;36.0;;;;40.0;45.0;;;;;;;;;;Discontinued
10645919;39.0;;68.0;;0.0;55.0;;62.0;0.0;58.0;;84.0;;;;;;;;;33.0;50.0;;;;;;;38.0;;;;;;;;;;42.0;;53.0;0.0;50.0;;56.0;60.0;;61.0;79.0;48.0;53.0;75.0;45.0;45.0;0.0;Discontinued
10652699;;;;36.0;;0.0;11.0;;;0.0;;76.0;43.0;51.0;44.0;55.0;47.0;33.0;37.0;24.0;;;;;;;;;;;;;;;;;;0.0;;;;28.0;;;31.0;38.0;;75.0;;;;;;35.0;0.0;Discontinued
10662627;57.0;57.0;;58.0;;75.0;47.0;;43.0;57.0;;78.0;;;;;;;;;60.0;60.0;67.0;37.0;67.0;64.0;51.0;0.0;54.0;0.0;51.0;54.0;58.0;63.0;71.0;62.0;50.0;41.0;75.0;84.0;;;;;52.0;55.0;;50.0;;68.0;52.0;;59.0;59.0;0.0;Active (BEng)
10668358;52.0;66.0;53.0;;;;73.0;;36.0;;71.0;82.0;44.0;78.0;66.0;66.0;53.0;;71.0;77.0;78.0;65.0;;;;;;;51.0;;;;;;;;;;;;;63.0;50.0;;62.0;62.0;;57.0;56.0;42.0;57.0;;75.0;61.0;0.0;Graduated_3
10670557;79.0;81.0;;69.0;;;95.0;;86.0;69.0;;100.0;60.0;87.0;75.0;76.0;69.0;79.0;85.0;92.0;78.0;76.0;84.0;89.0;71.0;84.0;68.0;81.0;80.0;0.0;77.0;92.0;81.0;89.0;97.0;87.0;;64.0;;;;78.0;;;75.0;79.0;;87.0;;93.0;89.0;;71.0;82.0;0.0;Graduated_1
10670760;30.0;0.0;;57.0;;;54.0;;;66.0;;85.0;58.0;65.0;55.0;65.0;55.0;55.0;72.0;70.0;58.0;;54.0;;45.0;;;;40.0;0.0;50.0;;37.0;45.0;;;;54.0;;;;60.0;;;63.0;60.0;;59.0;;;50.0;;50.0;50.0;0.0;Discontinued
10686330;50.0;;64.0;;;79.0;;61.0;;;65.0;81.0;;;;;;;;;59.0;;;;;;;;67.0;;;;;;;;50.0;;66.0;67.0;;;66.0;0.0;64.0;70.0;;61.0;;62.0;61.0;;58.0;70.0;;Graduated_1
10686470;72.0;;75.0;;80.0;79.0;;82.0;;;78.0;96.0;;;;;;;;;69.0;;;;;;;;83.0;;;;;;;;57.0;;78.0;62.0;;67.0;68.0;0.0;85.0;79.0;;82.0;;83.0;79.0;;71.0;72.0;;Graduated_0
10686704;0.0;;;54.0;;75.0;60.0;;;70.0;;88.0;;;;;;;;;66.0;;58.0;;0.0;;;;73.0;;48.0;;;;;;;50.0;59.0;72.0;;50.0;;;63.0;61.0;;51.0;;29.0;41.0;50.0;40.0;0.0;0.0;Discontinued
10687743;62.0;55.0;;62.0;74.0;80.0;60.0;;60.0;75.0;;84.0;;;;;;;;;73.0;77.0;79.0;61.0;64.0;74.0;70.0;62.0;62.0;0.0;67.0;58.0;80.0;69.0;69.0;57.0;;50.0;75.0;88.0;;50.0;;;72.0;62.0;;50.0;;59.0;69.0;;59.0;72.0;0.0;Graduated_0
10687760;72.0;65.0;70.0;;;81.0;;77.0;;;76.0;96.0;;;;;;;;;75.0;76.0;;;;;;;;;55.0;;;;;;56.0;;84.0;79.0;;64.0;;;89.0;81.0;;66.0;;66.0;64.0;;66.0;70.0;;Graduated_0
10687930;57.0;;64.0;;91.0;81.0;;59.0;;;66.0;95.0;;;;;;;;;67.0;;;;;;;;59.0;;;;;;;;53.0;;80.0;69.0;;50.0;44.0;0.0;63.0;60.0;;54.0;;59.0;52.0;;54.0;58.0;;Graduated_1
10687981;53.0;68.0;50.0;;;75.0;38.0;54.0;;;50.0;70.0;;;;;;;;;58.0;69.0;;;;;;;;;51.0;;;;;;45.0;61.0;58.0;73.0;;60.0;;;55.0;54.0;;50.0;;53.0;56.0;;61.0;61.0;;Graduated_1
10688014;;;;41.0;;81.0;;;;28.0;46.0;;;;;;;;;;50.0;;;;;;;;;;;;;;;;;33.0;67.0;63.0;;;;;53.0;43.0;54.0;40.0;;;;;;;0.0;Graduated (T)
10688073;28.0;55.0;50.0;;;76.0;;48.0;;60.0;38.0;84.0;;;;;;;;;79.0;67.0;;;;;;;52.0;;67.0;;50.0;56.0;;;50.0;;75.0;68.0;40.0;;50.0;;58.0;57.0;55.0;40.0;;67.0;41.0;62.0;42.0;50.0;;Graduated_1
10688341;55.0;50.0;50.0;;;81.0;;64.0;45.0;58.0;;94.0;;;;;;;;;73.0;75.0;;;;;;;66.0;;;;;;;;;;77.0;62.0;;55.0;50.0;;67.0;68.0;;54.0;;56.0;41.0;75.0;42.0;57.0;0.0;Graduated_1
10688367;42.0;0.0;;50.0;;;59.0;;56.0;50.0;;94.0;66.0;65.0;63.0;74.0;65.0;50.0;62.0;75.0;60.0;69.0;58.0;59.0;47.0;64.0;50.0;60.0;65.0;0.0;50.0;64.0;41.0;51.0;63.0;55.0;;0.0;;;;45.0;;;58.0;40.0;;50.0;;50.0;50.0;72.0;42.0;0.0;0.0;Active (BEng)
10688448;59.0;57.0;;51.0;;81.0;50.0;;;52.0;;94.0;;;;;;;;;55.0;69.0;;;50.0;;;;73.0;;46.0;;;76.0;;;;50.0;54.0;78.0;;52.0;;;64.0;65.0;;50.0;;63.0;66.0;;57.0;63.0;0.0;Graduated_0
10688553;;;50.0;;;81.0;;;;;50.0;;;;;;;;;;53.0;;;;;;;;;;;;;;;;40.0;;64.0;70.0;;;;;50.0;61.0;;50.0;;;;;;;;Graduated (T)
10688618;0.0;50.0;;35.0;78.0;78.0;51.0;;;54.0;;75.0;;;;;;;;;73.0;59.0;52.0;;0.0;;;;59.0;;42.0;;37.0;47.0;;;;50.0;50.0;60.0;56.0;;;;62.0;41.0;64.0;44.0;;50.0;50.0;;50.0;36.0;0.0;Graduated_2
10688642;50.0;50.0;53.0;;;76.0;67.0;44.0;;;50.0;86.0;;;;;;;;;51.0;50.0;;;;;;;;;44.0;;;;;;50.0;;52.0;62.0;;47.0;;;62.0;56.0;73.0;42.0;53.0;0.0;50.0;;55.0;52.0;;Graduated_3
10688847;53.0;62.0;;57.0;;;65.0;;58.0;69.0;;68.0;51.0;72.0;71.0;70.0;71.0;54.0;63.0;75.0;60.0;61.0;59.0;50.0;63.0;68.0;67.0;62.0;78.0;0.0;73.0;70.0;54.0;61.0;68.0;62.0;;55.0;;;;69.0;;;55.0;60.0;;58.0;;53.0;65.0;;54.0;50.0;0.0;Graduated_3
10688944;76.0;63.0;;82.0;;80.0;80.0;;86.0;78.0;;77.0;;;;;;;;;73.0;72.0;70.0;91.0;72.0;91.0;84.0;63.0;93.0;0.0;92.0;93.0;76.0;94.0;80.0;77.0;;61.0;57.0;67.0;;81.0;;;91.0;86.0;;88.0;;90.0;84.0;;80.0;80.0;0.0;Graduated_0
10688952;55.0;78.0;59.0;;;78.0;;56.0;61.0;52.0;;93.0;;;;;;;;;55.0;69.0;;;;;;;61.0;;;;;;;;;;;;;51.0;32.0;;78.0;68.0;;56.0;;50.0;57.0;;50.0;51.0;0.0;Graduated_1
10689169;81.0;90.0;;88.0;;80.0;93.0;;90.0;95.0;;99.0;;;;;;;;;83.0;90.0;91.0;90.0;83.0;87.0;90.0;90.0;95.0;0.0;85.0;90.0;90.0;95.0;90.0;90.0;;65.0;83.0;88.0;;82.0;;;98.0;94.0;;94.0;;91.0;94.0;;90.0;94.0;0.0;Graduated_0
10689402;;;;0.0;;;;;;22.0;;;40.0;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;0.0;;0.0;;;;;;;0.0;Discontinued
10689550;75.0;;68.0;;;81.0;;60.0;;;67.0;99.0;;;;;;;;;81.0;;;;;;;;83.0;;;;;;;;55.0;;68.0;66.0;;67.0;56.0;0.0;65.0;72.0;;59.0;;61.0;58.0;;59.0;75.0;;Graduated_0
10689631;84.0;;72.0;;;77.0;;73.0;;;75.0;89.0;;;;;;;;;73.0;;;;;;;;68.0;;;;;;;;62.0;;78.0;67.0;;64.0;54.0;0.0;63.0;82.0;;72.0;;77.0;78.0;;77.0;84.0;;Graduated_0
10690337;51.0;;62.0;;75.0;71.0;;56.0;;;61.0;85.0;;;;;;;;;77.0;;;;;;;;43.0;;;;;;;;52.0;;75.0;66.0;;69.0;42.0;0.0;61.0;61.0;;51.0;;52.0;48.0;;50.0;64.0;;Graduated_1
10690515;50.0;;56.0;;;81.0;;63.0;;;69.0;97.0;;;;;;;;;76.0;;;;;;;;73.0;;;;;;;;50.0;;78.0;65.0;;56.0;57.0;0.0;75.0;88.0;;55.0;;68.0;67.0;;71.0;70.0;;Graduated_0
10690612;55.0;55.0;;43.0;;81.0;40.0;;52.0;50.0;;85.0;;;;;;;;;70.0;68.0;54.0;64.0;61.0;58.0;54.0;60.0;53.0;0.0;54.0;50.0;50.0;57.0;70.0;57.0;52.0;;78.0;63.0;;55.0;;;40.0;66.0;55.0;0.0;;71.0;68.0;;59.0;64.0;0.0;Graduated_1
10690702;58.0;72.0;;56.0;;83.0;50.0;;78.0;58.0;;96.0;;;;;;;;;70.0;73.0;87.0;72.0;65.0;75.0;69.0;75.0;78.0;0.0;66.0;69.0;70.0;73.0;77.0;72.0;;53.0;76.0;71.0;;39.0;;;78.0;66.0;;50.0;;67.0;50.0;;51.0;58.0;0.0;Graduated_1
10690761;52.0;;38.0;;;75.0;;60.0;;;63.0;78.0;;;;;;;;;59.0;;;;;;;;56.0;;;;;;;;36.0;;59.0;66.0;59.0;38.0;53.0;0.0;54.0;61.0;;53.0;;65.0;67.0;;64.0;64.0;;Graduated_1
10690795;50.0;66.0;;56.0;;80.0;51.0;;;62.0;;79.0;;;;;;;;;53.0;72.0;;;69.0;;;;58.0;;67.0;;;66.0;;;;50.0;80.0;77.0;;33.0;;;63.0;56.0;;50.0;;60.0;58.0;;58.0;60.0;0.0;Graduated_1
10690850;62.0;56.0;;53.0;;75.0;50.0;;58.0;57.0;;80.0;;;;;;;;;57.0;71.0;73.0;57.0;66.0;68.0;55.0;71.0;60.0;0.0;58.0;62.0;75.0;70.0;74.0;62.0;;50.0;59.0;65.0;;53.0;;;50.0;52.0;;50.0;;61.0;55.0;;55.0;55.0;0.0;Graduated_0
10690906;;;;;;;50.0;;38.0;;50.0;79.0;50.0;48.0;;66.0;54.0;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;62.0;52.0;;51.0;;;46.0;67.0;41.0;50.0;;Discontinued
10690949;50.0;;37.0;;69.0;69.0;;50.0;;;43.0;91.0;;;;;;;;;62.0;;;;;;;;70.0;;;;;;;;38.0;;57.0;78.0;;50.0;51.0;0.0;36.0;56.0;;50.0;;57.0;70.0;;71.0;54.0;;Graduated_1
10690973;0.0;;;34.0;69.0;70.0;50.0;;;28.0;;65.0;;;;;;;;;50.0;;55.0;;;;;;0.0;;;;;;;;;0.0;32.0;;40.0;29.0;;;61.0;50.0;50.0;42.0;;0.0;50.0;63.0;40.0;0.0;0.0;Discontinued
10690982;34.0;;31.0;;83.0;75.0;50.0;41.0;;;38.0;97.0;;;;;;;;;79.0;;;;;;;;;;;;;;;;36.0;;50.0;70.0;;;;;34.0;50.0;;;;;;;;;;Discontinued
10691309;50.0;50.0;;52.0;;76.0;19.0;;54.0;55.0;;80.0;;;;;;;;;87.0;72.0;63.0;50.0;65.0;58.0;58.0;56.0;65.0;0.0;45.0;60.0;56.0;51.0;57.0;60.0;;30.0;55.0;62.0;;40.0;;;56.0;43.0;56.0;24.0;52.0;41.0;0.0;50.0;41.0;34.0;0.0;Graduated_3
10691406;;;;;;;33.0;;;26.0;;;;;;;;;;;52.0;;;;;;;;;;;;;;;;;;78.0;;;;;;37.0;;;;;;;;;;;Graduated (T)
10691422;69.0;66.0;;72.0;;83.0;60.0;;61.0;66.0;;98.0;;;;;;;;;75.0;76.0;79.0;64.0;75.0;81.0;60.0;57.0;86.0;0.0;61.0;81.0;68.0;78.0;80.0;64.0;;62.0;70.0;60.0;;53.0;;;76.0;78.0;;54.0;;71.0;70.0;;75.0;70.0;0.0;Graduated_0
10691457;54.0;52.0;61.0;;;80.0;;52.0;;;65.0;97.0;;;;;;;;;50.0;69.0;;;;;;;;;56.0;;;;;;53.0;;50.0;72.0;;50.0;;0.0;58.0;75.0;;50.0;;72.0;57.0;;68.0;73.0;;Graduated_0
10691512;64.0;;41.0;;74.0;67.0;;39.0;;;58.0;80.0;;;;;;;;;67.0;;;;;;;;54.0;;;;;;;;44.0;;59.0;80.0;71.0;38.0;69.0;0.0;55.0;40.0;;50.0;;57.0;54.0;;54.0;51.0;;Graduated_1
10691694;53.0;63.0;;50.0;;82.0;50.0;;;55.0;;85.0;;;;;;;;;36.0;76.0;59.0;;45.0;;;;50.0;;54.0;;;55.0;;;41.0;50.0;60.0;50.0;50.0;0.0;;;54.0;62.0;;50.0;;53.0;0.0;54.0;0.0;50.0;0.0;Graduated_1
10691741;;;;;;78.0;;;;26.0;;;;;;;;;;;52.0;;;;;;;;;;;;;;;;;;54.0;70.0;;;;;;;;;;;;;;;0.0;Discontinued
10691881;;;;;;;;;;52.0;;;73.0;;;72.0;50.0;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;;;;;;0.0;Discontinued
10692071;77.0;66.0;;76.0;;75.0;70.0;;70.0;82.0;;69.0;;;;;;;;;64.0;65.0;86.0;75.0;70.0;78.0;60.0;63.0;89.0;0.0;77.0;80.0;69.0;89.0;75.0;77.0;;62.0;56.0;79.0;;75.0;;;81.0;89.0;;78.0;;85.0;75.0;;65.0;75.0;0.0;Graduated_0
10692232;59.0;;53.0;;71.0;78.0;54.0;45.0;33.0;75.0;;16.0;;;;;;;;;66.0;;;;;;;;65.0;;;;;;;;50.0;;76.0;76.0;;37.0;;;77.0;64.0;;57.0;;0.0;40.0;;;42.0;0.0;Discontinued
10693077;;;;;;;;;;;43.0;;54.0;;;50.0;55.0;;;63.0;;;;;;;;;;;;;;;;;;;;;;;;;27.0;0.0;;33.0;;;;;;;;Graduated (T)
10693115;;;65.0;;;85.0;;59.0;;62.0;;;;;;;;;;;69.0;;;;;;;;;;;;;;;;;;91.0;77.0;;31.0;;;90.0;69.0;;58.0;;;;;;;0.0;Graduated (T)
10693140;43.0;68.0;;52.0;;;50.0;;59.0;54.0;;88.0;54.0;63.0;61.0;64.0;60.0;53.0;53.0;75.0;56.0;40.0;;;;;;;;;0.0;;;;;;;44.0;;;;51.0;;;56.0;53.0;;50.0;;54.0;50.0;56.0;29.0;40.0;;Graduated_3
10693174;57.0;77.0;;53.0;;79.0;42.0;;67.0;61.0;;97.0;;;;;;;;;75.0;77.0;83.0;64.0;68.0;78.0;65.0;69.0;60.0;0.0;52.0;65.0;65.0;67.0;71.0;61.0;;50.0;79.0;71.0;;38.0;;;54.0;61.0;;57.0;;65.0;50.0;;54.0;57.0;0.0;Graduated_1
10693191;82.0;87.0;50.0;48.0;;81.0;50.0;;;50.0;;78.0;;;;;;;;;53.0;69.0;;;64.0;;;;41.0;;61.0;;;63.0;;;;38.0;85.0;62.0;;43.0;;;59.0;60.0;70.0;42.0;;54.0;59.0;;71.0;64.0;0.0;Graduated_1
10693280;69.0;71.0;;68.0;;81.0;56.0;;68.0;57.0;;83.0;;;;;;;;;75.0;67.0;85.0;81.0;70.0;84.0;77.0;77.0;84.0;0.0;56.0;70.0;83.0;76.0;83.0;76.0;;55.0;66.0;59.0;;50.0;;;68.0;65.0;;50.0;;75.0;60.0;;68.0;78.0;0.0;Graduated_0
10693379;67.0;74.0;84.0;;;80.0;;79.0;87.0;;70.0;95.0;;;;;;;;;78.0;76.0;78.0;82.0;75.0;78.0;80.0;71.0;85.0;0.0;85.0;77.0;91.0;87.0;80.0;75.0;68.0;;79.0;67.0;;56.0;;;83.0;79.0;;68.0;;80.0;73.0;;84.0;86.0;0.0;Graduated_0
10693425;;;30.0;;;80.0;;32.0;;;44.0;;;;;;;;;;55.0;;;;;;;;;;;;;;;;34.0;;75.0;66.0;;41.0;;0.0;50.0;50.0;;32.0;;;;;;;;Discontinued
10693557;61.0;69.0;20.0;;;;50.0;;;;57.0;87.0;55.0;51.0;59.0;61.0;60.0;62.0;46.0;63.0;62.0;65.0;;;;;;;63.0;;60.0;;60.0;77.0;;;;50.0;;;;50.0;53.0;;50.0;67.0;;52.0;;55.0;50.0;;50.0;55.0;0.0;Graduated_1
10693590;75.0;;;64.0;;69.0;62.0;;;75.0;;88.0;;;;;;;;;75.0;;;;;;;;73.0;;;;;;;;;58.0;90.0;72.0;;53.0;51.0;;88.0;86.0;;88.0;;81.0;73.0;;72.0;84.0;0.0;Graduated_0
10693654;;;28.0;;;68.0;;50.0;;;54.0;;;;;;;;;;73.0;;;;;;;;;;;;;;;;42.0;;55.0;59.0;;50.0;;0.0;63.0;50.0;55.0;45.0;;;;;;;;Discontinued
10693841;82.0;;57.0;;;76.0;;78.0;;;73.0;97.0;;;;;;;;;60.0;;;;;;;;81.0;;;;;;;;54.0;;;;;57.0;56.0;0.0;63.0;70.0;;57.0;;76.0;72.0;;75.0;81.0;;Graduated_0
10694006;74.0;;68.0;;;66.0;;58.0;;;77.0;88.0;;;;;;;;;75.0;;;;;;;;61.0;;;;;;;;62.0;;63.0;65.0;;61.0;54.0;0.0;78.0;79.0;;72.0;;68.0;66.0;;57.0;64.0;;Graduated_0
10694031;51.0;45.0;;51.0;;;63.0;;;62.0;;94.0;55.0;63.0;61.0;70.0;50.0;51.0;66.0;66.0;51.0;62.0;;;;;;;;;50.0;;;;;;50.0;41.0;;;;50.0;;;54.0;50.0;;50.0;52.0;41.0;51.0;;50.0;50.0;;Graduated_3
10694065;0.0;;65.0;;;;45.0;37.0;;;64.0;0.0;63.0;51.0;54.0;63.0;60.0;44.0;44.0;64.0;61.0;;;;;;;;0.0;;;;;0.0;;;34.0;;;;0.0;0.0;;;64.0;54.0;;57.0;;;0.0;;51.0;0.0;0.0;Discontinued
10695304;54.0;61.0;51.0;;71.0;78.0;;59.0;;;56.0;72.0;;;;;;;;;64.0;71.0;;;56.0;;;;78.0;;56.0;;;62.0;;;50.0;;50.0;77.0;;;;0.0;58.0;63.0;;50.0;;50.0;64.0;;50.0;55.0;;Graduated_1
10695355;38.0;;29.0;;;75.0;54.0;0.0;;;38.0;75.0;;;;;;;;;51.0;;;;;;;;52.0;;;;;;;;33.0;;;;0.0;0.0;50.0;0.0;51.0;40.0;50.0;0.0;50.0;37.0;42.0;;64.0;50.0;;Graduated_3
10695363;59.0;;50.0;;;;68.0;;;;65.0;92.0;60.0;70.0;66.0;59.0;61.0;62.0;64.0;71.0;76.0;;;;;;;;63.0;;;;;;;;;54.0;;;;56.0;50.0;0.0;55.0;70.0;;53.0;;53.0;62.0;;62.0;69.0;;Graduated_1
10695436;;;31.0;0.0;;;21.0;;;46.0;0.0;88.0;59.0;54.0;65.0;50.0;55.0;53.0;56.0;48.0;64.0;;;;;;;;;;;;;;;;;37.0;;;;50.0;;0.0;0.0;50.0;;42.0;;;;;;;;Discontinued
10695495;39.0;;;44.0;69.0;85.0;68.0;;;34.0;71.0;98.0;;;;;;;;;71.0;;85.0;;;;;;84.0;;;;;40.0;;;;56.0;57.0;78.0;;37.0;;;31.0;50.0;;50.0;;;;;;;0.0;Discontinued
10695517;56.0;54.0;;51.0;71.0;72.0;60.0;;;57.0;;64.0;;;;;;;;;50.0;66.0;;;68.0;;;;70.0;;59.0;;;66.0;;;;40.0;63.0;82.0;;56.0;;;64.0;66.0;;55.0;;65.0;64.0;;56.0;56.0;0.0;Graduated_0
10695550;54.0;65.0;;53.0;;81.0;36.0;;;44.0;53.0;97.0;;;;;;;;;57.0;74.0;;;57.0;;;;54.0;;57.0;;;59.0;;;50.0;0.0;82.0;72.0;63.0;;;;50.0;54.0;55.0;42.0;;50.0;50.0;;57.0;64.0;0.0;Graduated_1
10695682;55.0;55.0;62.0;;;75.0;;61.0;43.0;;53.0;83.0;;;;;;;;;72.0;62.0;;;;;;;0.0;;52.0;;52.0;;;;50.0;;76.0;66.0;;55.0;;;81.0;79.0;;59.0;;53.0;48.0;53.0;40.0;56.0;0.0;Graduated_1
10695843;62.0;65.0;57.0;;;81.0;;84.0;;;79.0;99.0;;;;;;;;;79.0;73.0;;;;;;;;;75.0;;;;;;62.0;;87.0;71.0;;70.0;;;80.0;71.0;;60.0;;69.0;75.0;;71.0;69.0;;Graduated_0
10695886;60.0;58.0;;54.0;;;67.0;;53.0;50.0;;67.0;67.0;57.0;59.0;58.0;65.0;58.0;68.0;59.0;62.0;62.0;52.0;41.0;60.0;59.0;53.0;56.0;50.0;0.0;54.0;52.0;50.0;60.0;62.0;64.0;;57.0;;;;51.0;;;52.0;41.0;;50.0;;50.0;59.0;;64.0;63.0;0.0;Graduated_2
11000920;50.0;;45.0;;64.0;71.0;;40.0;;;66.0;65.0;;;;;;;;;68.0;;;;;;;;61.0;;;;;;;;50.0;;79.0;67.0;70.0;37.0;59.0;0.0;56.0;40.0;67.0;44.0;56.0;31.0;40.0;;50.0;53.0;;Discontinued
11001063;72.0;80.0;;59.0;;79.0;54.0;;;54.0;;99.0;;;;;;;;;75.0;80.0;;;67.0;;;;72.0;;67.0;;;69.0;;;54.0;43.0;88.0;79.0;;66.0;;;65.0;68.0;;56.0;;63.0;60.0;;69.0;66.0;0.0;Graduated_1
11001242;53.0;56.0;;50.0;;62.0;57.0;;59.0;64.0;;86.0;;;;;;;;;51.0;71.0;69.0;53.0;71.0;64.0;60.0;66.0;50.0;0.0;59.0;61.0;63.0;57.0;58.0;59.0;56.0;;58.0;63.0;;56.0;;;53.0;50.0;54.0;43.0;;50.0;51.0;;54.0;57.0;0.0;Graduated_1
11001276;50.0;50.0;51.0;;;80.0;;64.0;;;62.0;85.0;;;;;;;;;50.0;66.0;;;;;;;;;48.0;;;;;;50.0;;81.0;70.0;54.0;;;;75.0;68.0;;64.0;;50.0;61.0;;57.0;50.0;;Graduated_1
11001357;;;0.0;;;0.0;;;;;0.0;;39.0;;;37.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;29.0;0.0;;0.0;;;;;;;0.0;Active (Other)
11001594;57.0;87.0;;64.0;;77.0;65.0;;82.0;60.0;;90.0;;;;;;;;;67.0;80.0;91.0;87.0;79.0;82.0;82.0;81.0;84.0;0.0;65.0;87.0;79.0;60.0;83.0;76.0;;53.0;90.0;68.0;;51.0;;;67.0;78.0;;66.0;;67.0;57.0;;58.0;67.0;0.0;Graduated_1
11001616;71.0;;66.0;;;;70.0;;;;75.0;84.0;63.0;69.0;62.0;80.0;69.0;75.0;78.0;73.0;73.0;;;;;;;;72.0;;;;;;;;;52.0;;;;79.0;64.0;0.0;61.0;58.0;;60.0;;78.0;75.0;;60.0;75.0;;Graduated_1
11001748;50.0;65.0;42.0;;;77.0;;55.0;50.0;;62.0;89.0;;;;;;;;;59.0;78.0;;;;;;;53.0;;57.0;;71.0;;;;50.0;;75.0;65.0;;43.0;;;50.0;52.0;53.0;41.0;60.0;35.0;52.0;;54.0;51.0;0.0;Graduated_1
11001764;42.0;;39.0;;;;50.0;;;;50.0;91.0;58.0;56.0;50.0;54.0;58.0;57.0;55.0;61.0;57.0;;;;;;;;62.0;;;;;;;;;54.0;;;;53.0;50.0;0.0;36.0;54.0;53.0;35.0;52.0;40.0;47.0;;52.0;58.0;;Graduated_3
11001837;55.0;;75.0;;;85.0;;78.0;;;76.0;99.0;;;;;;;;;75.0;;;;;;;;88.0;;;;;;;;73.0;;82.0;69.0;;66.0;72.0;0.0;79.0;83.0;;75.0;;70.0;77.0;;70.0;76.0;;Graduated_0
11001985;69.0;58.0;;57.0;;85.0;63.0;;;62.0;;90.0;;;;;;;;;75.0;78.0;;;55.0;;;;77.0;;50.0;;;55.0;;;;53.0;61.0;75.0;;55.0;;;63.0;67.0;;51.0;57.0;41.0;50.0;;57.0;51.0;0.0;Graduated_0
11002159;41.0;58.0;;43.0;;53.0;50.0;;;59.0;;82.0;57.0;;;50.0;;;;;74.0;70.0;;;;;;;61.0;;57.0;;56.0;62.0;;;;57.0;;;52.0;;57.0;;50.0;33.0;65.0;34.0;;55.0;56.0;;54.0;50.0;0.0;Graduated_1
11002175;;;29.0;;;80.0;;0.0;;;14.0;;;;;;;;;;47.0;;;;;;;;;;;;;;;;35.0;;60.0;63.0;;0.0;;0.0;50.0;35.0;;0.0;;;;;;;;Discontinued
11002222;55.0;59.0;;50.0;;81.0;56.0;;61.0;61.0;;97.0;;;;;;;;;75.0;78.0;79.0;61.0;58.0;56.0;62.0;55.0;68.0;0.0;51.0;45.0;50.0;61.0;68.0;50.0;;54.0;77.0;50.0;;62.0;;;68.0;79.0;;50.0;;50.0;46.0;;54.0;55.0;0.0;Graduated_2
11002302;50.0;56.0;50.0;34.0;73.0;63.0;33.0;50.0;;36.0;50.0;79.0;;;;;;;;;50.0;63.0;;;43.0;;;;48.0;;53.0;;;60.0;;;47.0;0.0;;;;37.0;;;53.0;50.0;63.0;34.0;63.0;42.0;57.0;;60.0;62.0;0.0;Graduated_3
11002337;59.0;;37.0;51.0;;77.0;;50.0;;;58.0;94.0;;;;;;;;;71.0;;;;;;;;62.0;;;;;;;;32.0;;50.0;71.0;;;50.0;0.0;44.0;56.0;;50.0;;53.0;51.0;;50.0;63.0;;Graduated_1
11004429;63.0;71.0;;61.0;;75.0;50.0;;;60.0;;94.0;;;;;;;;;69.0;79.0;;;71.0;;;;59.0;;59.0;;;62.0;;;;50.0;75.0;77.0;;59.0;;;50.0;72.0;;60.0;;55.0;56.0;;64.0;61.0;0.0;Graduated_0
11004437;50.0;60.0;60.0;;68.0;64.0;;63.0;58.0;50.0;;82.0;;;;;;;;;61.0;70.0;;;;;;;38.0;;;;;;;;;;56.0;74.0;;50.0;56.0;;80.0;72.0;;57.0;;72.0;57.0;;61.0;60.0;0.0;Graduated_1
11004542;50.0;58.0;25.0;74.0;64.0;63.0;;50.0;;;50.0;94.0;;;;;;;;;75.0;70.0;;;;;;;64.0;;50.0;;50.0;56.0;;;29.0;55.0;54.0;63.0;;0.0;41.0;;39.0;53.0;;50.0;;50.0;50.0;64.0;40.0;57.0;;Graduated_1
